gene	Aromaticity	pI	Length	GRAVY	InstabilityIndex	HelixProp	TurnProp	SheetProp
ENSG00000003989	0.12006079027355622	7.007531547546387	658	0.5589665653495441	35.193784194528895	0.3434650455927052	0.25227963525835867	0.44224924012158057
ENSG00000004059	0.08888888888888889	6.302443885803222	180	-0.20444444444444446	46.46722222222222	0.3222222222222222	0.2388888888888889	0.4166666666666667
ENSG00000004139	0.06077348066298342	6.137042427062987	724	-0.10814917127071824	42.23288674033163	0.3715469613259669	0.2610497237569061	0.3425414364640884
ENSG00000004142	0.10869565217391304	8.798016548156738	368	-0.5527173913043478	47.167418478260856	0.2690217391304348	0.27445652173913043	0.35054347826086957
ENSG00000004399	0.0722077922077922	6.798705101013183	1925	-0.15901298701298702	50.979532467532806	0.3106493506493506	0.2857142857142857	0.3444155844155844
ENSG00000004455	0.05439330543933054	7.669592094421388	239	-0.28117154811715483	37.379916317991636	0.38493723849372385	0.27615062761506276	0.32217573221757323
ENSG00000004468	0.08666666666666666	7.84962215423584	300	-0.3056666666666667	53.34699999999998	0.25666666666666665	0.2733333333333333	0.36333333333333334
ENSG00000004478	0.08496732026143791	5.348685646057128	459	-0.6429193899782135	39.369716775599116	0.42701525054466233	0.24183006535947715	0.3006535947712418
ENSG00000004487	0.06621004566210045	5.900421714782715	876	-0.3881278538812785	40.128310502283284	0.3493150684931507	0.2979452054794521	0.3150684931506849
ENSG00000004534	0.08370436331255565	5.925374031066894	1123	-1.3036509349955476	55.529652715939825	0.26090828138913624	0.35886019590382906	0.23953695458593055
ENSG00000004660	0.061386138613861385	5.550464057922363	505	-0.40594059405940597	52.999801980198065	0.3465346534653465	0.306930693069307	0.3108910891089109
ENSG00000004700	0.08012326656394454	8.125288963317871	649	-0.38181818181818183	40.74036979969195	0.35901386748844377	0.2480739599383667	0.33436055469953774
ENSG00000004766	0.08609958506224066	5.850346565246581	964	-0.43278008298755194	46.65727178423255	0.3578838174273859	0.23651452282157676	0.37655601659751037
ENSG00000004776	0.0625	5.95044002532959	160	-0.07875000000000001	57.89249999999999	0.35625	0.28750000000000003	0.30625
ENSG00000004777	0.059052059052059055	9.054923057556149	1287	-0.462937062937063	71.0510489510493	0.2742812742812743	0.40792540792540793	0.2626262626262626
ENSG00000004779	0.06410256410256411	4.816217994689941	156	0.05705128205128203	31.262179487179466	0.3717948717948718	0.25641025641025644	0.3717948717948718
ENSG00000004799	0.09245742092457421	6.187288093566894	411	-0.19075425790754258	49.44479318734793	0.29440389294403896	0.30170316301703165	0.36982968369829683
ENSG00000004809	0.1369150779896014	8.440797233581545	577	0.3410745233968804	31.23937608318889	0.29809358752166376	0.25476603119584057	0.4610051993067591
ENSG00000004838	0.07045454545454545	5.809706687927247	440	-0.33227272727272733	46.23295454545454	0.3840909090909091	0.2159090909090909	0.35
ENSG00000004846	0.08353221957040574	7.287520408630371	1257	0.013126491646778026	32.09723150358014	0.3420843277645187	0.2545743834526651	0.38743038981702466
ENSG00000004848	0.04626334519572954	5.14128017425537	562	-0.3718861209964413	62.991459074733285	0.4234875444839858	0.31672597864768687	0.2402135231316726
ENSG00000004864	0.10814814814814815	8.787637138366701	675	0.031703703703703685	34.84979259259264	0.32740740740740737	0.25925925925925924	0.38814814814814813
ENSG00000004866	0.1143847487001733	7.9653429031372065	577	-0.05753899480069327	43.529150779896064	0.36395147313691506	0.22530329289428075	0.4003466204506066
ENSG00000004897	0.0825242718446602	6.594539451599122	824	-0.39235436893203884	47.92463592233027	0.3276699029126214	0.2949029126213592	0.35194174757281554
ENSG00000004939	0.09769484083424808	5.075574302673339	911	0.21328210757409438	48.22427003293109	0.34796926454445665	0.25466520307354557	0.4270032930845225
ENSG00000004948	0.14767932489451474	8.602097129821779	474	0.06054852320675103	44.285232067510535	0.28270042194092826	0.21940928270042193	0.43881856540084385
ENSG00000004961	0.1044776119402985	6.2489015579223635	268	-0.7339552238805971	60.752238805970144	0.30970149253731344	0.32089552238805974	0.2798507462686567
ENSG00000004975	0.0638586956521739	5.670621681213379	736	-0.5665760869565217	64.43491847826122	0.2554347826086957	0.41847826086956524	0.2730978260869565
ENSG00000005001	0.06624605678233439	7.5542089462280275	317	-0.0012618296529968661	40.157097791798094	0.2744479495268139	0.33753943217665616	0.3280757097791798
ENSG00000005007	0.07602862254025045	6.238045310974121	1118	-0.3585867620751342	43.93087656529542	0.29695885509839	0.30590339892665475	0.3336314847942755
ENSG00000005020	0.11420612813370475	4.544754981994629	359	-0.8091922005571031	54.60395543175485	0.3342618384401114	0.32590529247910865	0.30640668523676884
ENSG00000005022	0.12416107382550336	9.711211204528809	298	0.051677852348993275	17.066778523489923	0.31208053691275167	0.2483221476510067	0.3959731543624161
ENSG00000005059	0.10119047619047619	9.226537895202636	336	-0.34613095238095243	40.32261904761905	0.3541666666666667	0.21726190476190477	0.3869047619047619
ENSG00000005073	0.09584664536741214	8.907612800598145	313	-0.7616613418530351	61.72143769968048	0.29073482428115016	0.3450479233226837	0.268370607028754
ENSG00000005075	0.07692307692307693	5.625548362731934	117	-0.2854700854700855	44.841880341880334	0.358974358974359	0.24786324786324787	0.39316239316239315
ENSG00000005100	0.07355021216407355	9.08490085601807	707	-0.23267326732673269	53.859985855728546	0.32107496463932106	0.26166902404526166	0.3578500707213578
ENSG00000005102	0.07480314960629922	7.792309761047362	254	-1.0070866141732284	74.13818897637793	0.28346456692913385	0.3779527559055118	0.23228346456692914
ENSG00000005108	0.06879903439951719	7.739504051208496	1657	-0.611949305974653	52.05093542546804	0.25347012673506336	0.30537115268557635	0.28183464091732047
ENSG00000005156	0.07829534192269574	9.169354438781738	1009	-0.44440039643211104	38.022507433102284	0.3419226957383548	0.28543111992071357	0.3211100099108028
ENSG00000005175	0.07368421052631578	6.463582420349121	665	-0.8045112781954887	46.47189473684221	0.3954887218045113	0.2721804511278195	0.3022556390977444
ENSG00000005187	0.10238907849829351	9.159297370910647	586	-0.3897610921501707	30.52407849829351	0.2883959044368601	0.29692832764505117	0.36860068259385664
ENSG00000005189	0.06976744186046512	8.638199424743654	774	-0.251421188630491	41.430000000000156	0.37209302325581395	0.2571059431524548	0.36046511627906974
ENSG00000005194	0.038461538461538464	5.442299461364747	312	-0.2990384615384616	47.78141025641025	0.39743589743589747	0.32051282051282054	0.2916666666666667
ENSG00000005206	0.10135135135135136	8.673141288757325	592	0.29374999999999996	52.247668918919054	0.3277027027027027	0.27195945945945943	0.3902027027027027
ENSG00000005238	0.05390334572490707	9.094055366516113	538	-0.4328996282527881	66.63271375464711	0.26579925650557623	0.40892193308550184	0.2862453531598513
ENSG00000005243	0.09047619047619047	5.075346946716308	210	-0.24285714285714288	54.06285714285713	0.3619047619047619	0.2857142857142857	0.3476190476190476
ENSG00000005249	0.07655502392344497	4.824345970153809	418	-0.4002392344497608	44.67442583732056	0.3444976076555024	0.27751196172248804	0.3181818181818182
ENSG00000005302	0.07677543186180422	8.403083229064944	521	-0.7844529750479846	68.9595009596931	0.34740882917466415	0.28790786948176583	0.30710172744721687
ENSG00000005339	0.043407043407043405	8.826124763488771	2442	-0.6903357903357903	65.90348075348122	0.2723177723177723	0.3538083538083538	0.24815724815724816
ENSG00000005379	0.03715670436187399	5.053861808776855	1857	-0.6968766828217556	68.45876144318835	0.3387183629509962	0.35002692514808836	0.24071082390953152
ENSG00000005381	0.08322147651006712	9.193916893005369	745	-0.26859060402684565	44.62953020134247	0.30067114093959735	0.3006711409395973	0.348993288590604
ENSG00000005421	0.10422535211267606	5.084156990051268	355	-0.09126760563380286	39.057802816901415	0.3267605633802817	0.30422535211267604	0.4169014084507042
ENSG00000005436	0.06017925736235595	5.7054639816284185	781	-0.7327784891165173	58.716658130602035	0.34314980793854033	0.2893725992317542	0.3060179257362356
ENSG00000005448	0.08083832335329341	5.765599632263183	334	0.15059880239520956	36.57245508982036	0.2784431137724551	0.2934131736526946	0.36227544910179643
ENSG00000005469	0.10294117647058823	6.632110023498536	612	-0.35964052287581705	50.027647058823625	0.3284313725490196	0.25980392156862747	0.3611111111111111
ENSG00000005471	0.09538702111024237	8.711628913879395	1279	0.059890539483971834	28.6344878811573	0.3346364347146208	0.2541047693510555	0.39014855355746675
ENSG00000005483	0.05382131324004306	7.408075904846191	1858	-0.9005920344456404	62.41750807319734	0.24811625403659848	0.3659849300322928	0.2766415500538213
ENSG00000005486	0.1043956043956044	9.482348442077637	364	0.24807692307692303	45.29450549450548	0.2554945054945055	0.3269230769230769	0.39285714285714285
ENSG00000005513	0.07399103139013453	6.489103126525879	446	-0.769506726457399	65.42421524663692	0.28475336322869954	0.4013452914798206	0.2242152466367713
ENSG00000005700	0.07760532150776053	7.794566154479981	1353	-0.30768662232076865	38.75198078344441	0.31116038433111604	0.30450849963045085	0.3458980044345898
ENSG00000005801	0.09697933227344992	8.451112174987795	629	-0.7610492845786964	44.17249602543727	0.30047694753577103	0.2591414944356121	0.31001589825119236
ENSG00000005810	0.06477126977340743	6.6090902328491214	4678	-0.3510902094912356	49.64100897819495	0.31573321932449766	0.3103890551517743	0.3202223172295853
ENSG00000005812	0.08177570093457945	6.414473533630371	428	-0.1752336448598131	41.39369158878502	0.3247663551401869	0.2757009345794392	0.3644859813084112
ENSG00000005844	0.08547008547008547	5.398817634582519	1170	-0.14982905982905986	44.18308547008569	0.2897435897435897	0.3145299145299145	0.36324786324786323
ENSG00000005882	0.10565110565110565	6.135109901428222	407	-0.24520884520884523	51.56513513513516	0.2997542997542998	0.3046683046683047	0.3759213759213759
ENSG00000005884	0.08277830637488107	6.3215417861938485	1051	-0.20780209324452906	40.40733587059959	0.3006660323501427	0.30256898192197906	0.3644148430066603
ENSG00000005889	0.05217391304347826	5.709272193908691	805	-0.6192546583850932	47.468695652174084	0.3031055900621118	0.27950310559006214	0.2881987577639752
ENSG00000005893	0.10243902439024391	5.352721214294434	410	-0.04390243902439026	25.07856097560976	0.24878048780487805	0.3146341463414634	0.4292682926829268
ENSG00000005961	0.07988450433108758	5.2078954696655275	1039	-0.10779595765158809	45.98586140519756	0.2983638113570741	0.31857555341674687	0.356111645813282
ENSG00000005981	0.08450704225352113	7.574216270446779	426	-0.08615023474178406	35.450516431924875	0.3568075117370892	0.2300469483568075	0.36619718309859156
ENSG00000006007	0.10876132930513595	6.220879936218262	331	-0.10241691842900306	44.101208459214504	0.30513595166163143	0.2719033232628399	0.40181268882175225
ENSG00000006015	0.05472636815920398	6.467959022521971	201	-0.4706467661691543	61.55024875621891	0.39303482587064675	0.18407960199004975	0.31343283582089554
ENSG00000006016	0.07819905213270142	9.297582054138182	422	-0.392654028436019	49.62772511848341	0.2725118483412322	0.3412322274881517	0.33175355450236965
ENSG00000006025	0.07363420427553444	8.311731529235843	842	-0.6609263657957245	58.63040380047533	0.30522565320665085	0.2992874109263658	0.3028503562945368
ENSG00000006042	0.035398230088495575	4.813830757141113	226	0.24513274336283186	47.98230088495576	0.3761061946902655	0.252212389380531	0.38495575221238937
ENSG00000006047	0.0521978021978022	10.796665382385257	364	-0.9071428571428571	69.5632142857144	0.21978021978021978	0.3901098901098901	0.22802197802197802
ENSG00000006059	0.04950495049504951	4.78143253326416	404	-0.5831683168316831	61.293811881188255	0.3292079207920792	0.26485148514851486	0.3193069306930693
ENSG00000006062	0.05807814149947201	7.770651817321778	947	-0.5292502639915523	59.962302006336124	0.3400211193241816	0.3220696937697994	0.2808870116156283
ENSG00000006071	0.09044908285895004	7.987068748474122	1581	0.20803289057558505	39.37773561037344	0.3314358001265022	0.23655913978494625	0.4256799493991145
ENSG00000006116	0.11428571428571428	9.52689609527588	315	-0.2219047619047619	44.56860317460317	0.2507936507936508	0.292063492063492	0.37142857142857144
ENSG00000006118	0.055718475073313775	5.428771781921386	1023	-0.23499511241446727	60.69511241446763	0.33235581622678395	0.2942326490713587	0.32453567937438904
ENSG00000006125	0.06624605678233439	5.19038906097412	951	-0.08843322818086227	38.50737118822305	0.3449001051524711	0.2870662460567823	0.380651945320715
ENSG00000006128	0.10852713178294573	8.890851020812988	129	-0.5279069767441861	61.107751937984474	0.3643410852713178	0.24806201550387597	0.32558139534883723
ENSG00000006194	0.05417276720351391	6.537302589416504	683	-0.8857979502196194	60.99985358711592	0.3089311859443631	0.2972181551976574	0.25329428989751096
ENSG00000006210	0.04785894206549118	6.082874870300292	397	-0.3546599496221663	59.529722921914384	0.3073047858942065	0.31989924433249367	0.2947103274559194
ENSG00000006282	0.09351620947630923	7.875667381286622	802	-0.4122194513715711	48.4300748129678	0.30673316708229426	0.2967581047381546	0.33541147132169574
ENSG00000006283	0.07951198990323938	6.141703224182128	2377	-0.12793437105595293	55.4404417332776	0.30164072360117794	0.3239377366428271	0.34244846445098864
ENSG00000006327	0.06976744186046512	9.36662769317627	129	0.2767441860465116	70.4612403100775	0.3565891472868217	0.27906976744186046	0.34108527131782945
ENSG00000006377	0.07167235494880546	9.519030952453612	293	-1.0191126279863483	74.55494880546078	0.26621160409556316	0.33105802047781574	0.20819112627986347
ENSG00000006432	0.05978260869565217	5.6328237533569325	1104	-0.5823369565217391	66.65190217391333	0.3278985507246377	0.33967391304347827	0.29438405797101447
ENSG00000006451	0.0825242718446602	6.659392738342286	206	-0.620873786407767	39.8757281553398	0.38349514563106796	0.24757281553398058	0.31067961165048547
ENSG00000006453	0.06262230919765166	8.817743873596193	511	-0.5898238747553817	59.792563600782955	0.34833659491193736	0.2974559686888454	0.32093933463796476
ENSG00000006459	0.08076514346439957	8.335907173156738	941	-0.6047821466524974	59.07503719447424	0.29968119022316686	0.30605738575983	0.3113708820403826
ENSG00000006468	0.11320754716981132	5.700405311584473	477	-0.8765199161425578	66.568385744235	0.2662473794549266	0.33962264150943394	0.27044025157232704
ENSG00000006530	0.07819905213270142	8.303995323181152	422	-0.3132701421800948	42.9580568720379	0.3246445497630332	0.25829383886255924	0.3791469194312796
ENSG00000006534	0.07905982905982907	7.554947853088379	468	-0.1057692307692308	54.39425213675219	0.32051282051282054	0.2777777777777778	0.3525641025641026
ENSG00000006555	0.0773286467486819	5.285139656066893	569	-0.26115992970123025	46.358910369068624	0.42882249560632685	0.22847100175746923	0.30755711775043937
ENSG00000006606	0.09574468085106383	10.224508476257324	94	-0.15744680851063833	19.553191489361698	0.3191489361702128	0.23404255319148934	0.40425531914893614
ENSG00000006607	0.0920303605313093	8.959896659851076	1054	-0.4144212523719165	49.21140417457333	0.32922201138519924	0.2618595825426945	0.3586337760910816
ENSG00000006611	0.06229143492769744	7.106772422790528	899	-0.5927697441601779	48.77121245828726	0.3348164627363737	0.3003337041156841	0.31701890989988873
ENSG00000006625	0.09574468085106383	5.067389488220214	188	-0.49627659574468086	46.81648936170212	0.3297872340425532	0.2978723404255319	0.3404255319148936
ENSG00000006634	0.07566765578635014	8.032647895812985	674	-0.7602373887240356	48.16160237388736	0.3204747774480712	0.30712166172106825	0.32640949554896137
ENSG00000006638	0.09329446064139942	9.99532337188721	343	0.4994169096209912	44.97784256559766	0.3236151603498542	0.2536443148688047	0.43148688046647227
ENSG00000006652	0.07095343680709534	6.804957389831543	451	-0.3317073170731708	44.859667405764974	0.38137472283813745	0.25277161862527714	0.3325942350332594
ENSG00000006659	0.14388489208633093	6.404071998596191	139	0.07985611510791364	45.221654676258986	0.23741007194244604	0.27338129496402874	0.4316546762589928
ENSG00000006695	0.09932279909706546	9.36024532318115	443	0.12844243792325052	52.99618510158014	0.31376975169300225	0.291196388261851	0.3972911963882618
ENSG00000006704	0.06038135593220339	6.447781181335448	944	-0.438135593220339	53.29713983050881	0.3220338983050848	0.3315677966101695	0.3103813559322034
ENSG00000006712	0.0696798493408663	4.525600242614746	531	-1.163653483992467	59.3167608286254	0.3352165725047081	0.3389830508474576	0.2297551789077213
ENSG00000006715	0.0819672131147541	5.563991737365721	854	-0.3790398126463701	50.312084309133674	0.36065573770491804	0.25175644028103045	0.3559718969555035
ENSG00000006740	0.04767726161369193	6.127777671813964	818	-0.4610024449877751	71.21382640586823	0.3581907090464548	0.32029339853300737	0.28484107579462103
ENSG00000006744	0.06053268765133172	8.125869178771975	826	-0.31561743341404364	51.03801452784523	0.3365617433414044	0.2602905569007264	0.32082324455205813
ENSG00000006747	0.0979020979020979	5.49726276397705	715	-0.5117482517482518	37.58800000000006	0.3174825174825175	0.2895104895104895	0.34265734265734266
ENSG00000006756	0.09612141652613829	6.784154319763183	593	-0.16391231028667794	47.76730185497481	0.2748735244519393	0.31197301854974707	0.3440134907251265
ENSG00000006757	0.09090909090909091	9.212999534606933	253	-0.008300395256917021	47.420948616600775	0.35968379446640314	0.2727272727272727	0.37154150197628455
ENSG00000006788	0.05469556243550052	5.536765861511229	1938	-0.7979876160990712	50.12348297213657	0.4473684210526316	0.20949432404540763	0.2972136222910217
ENSG00000006831	0.13730569948186527	6.11049861907959	386	0.17124352331606213	46.61792746113987	0.2823834196891192	0.266839378238342	0.39896373056994816
ENSG00000006837	0.06756756756756757	9.35489444732666	592	-0.6366554054054054	47.11420608108116	0.33614864864864863	0.2905405405405405	0.32432432432432434
ENSG00000007001	0.07886435331230283	6.213149833679199	317	0.01766561514195581	40.7107570977918	0.30914826498422715	0.26813880126182965	0.3753943217665615
ENSG00000007038	0.12101910828025478	7.56353054046631	314	-0.051910828025477744	47.94203821656053	0.27388535031847133	0.321656050955414	0.3694267515923567
ENSG00000007047	0.05851063829787234	9.69883327484131	752	-0.59375	58.50878989361725	0.3045212765957447	0.3297872340425532	0.300531914893617
ENSG00000007062	0.09479768786127167	6.967857933044433	865	-0.015028901734104072	40.078404624277574	0.29364161849710985	0.2878612716763006	0.42196531791907516
ENSG00000007080	0.03139013452914798	9.53721103668213	223	-1.2632286995515694	54.804035874439464	0.48878923766816146	0.20179372197309417	0.21076233183856502
ENSG00000007129	0.0887372013651877	5.82806568145752	293	-0.24709897610921502	36.783617747440275	0.24573378839590443	0.3174061433447099	0.3924914675767918
ENSG00000007168	0.08780487804878048	6.968540000915527	410	-0.5080487804878049	34.70585365853659	0.3048780487804878	0.2731707317073171	0.3463414634146342
ENSG00000007171	0.09453599306157849	8.199105262756348	1153	-0.3851691240242845	48.965845620121726	0.31309627059843886	0.26712922810060713	0.3512575888985256
ENSG00000007174	0.09072670530539456	5.642827415466309	4486	-0.26627284886312974	43.42709317877818	0.35777975925100314	0.2429781542576906	0.37539010254123945
ENSG00000007202	0.07695749440715885	6.7088426589965815	2235	-0.26326621923937366	47.95043400447458	0.32393736017897096	0.2657718120805369	0.37404921700223714
ENSG00000007216	0.10135135135135134	6.551057624816894	592	0.6440878378378377	45.24375000000007	0.35135135135135137	0.26013513513513514	0.44932432432432434
ENSG00000007237	0.07142857142857142	6.9147134780883786	476	-0.8628151260504201	49.34726890756309	0.35084033613445376	0.2773109243697479	0.296218487394958
ENSG00000007255	0.09433962264150943	5.1442358016967775	159	0.21572327044025155	34.83522012578616	0.389937106918239	0.23899371069182387	0.4025157232704402
ENSG00000007264	0.07297830374753451	9.012502861022949	507	-0.3414201183431953	44.33589743589745	0.3648915187376726	0.2603550295857988	0.3175542406311637
ENSG00000007306	0.0830188679245283	5.35903034210205	265	-0.1388679245283019	38.07852830188679	0.2528301886792453	0.3283018867924528	0.41132075471698115
ENSG00000007312	0.07860262008733625	5.674884605407715	229	-0.337117903930131	46.31615720524016	0.3318777292576419	0.26200873362445415	0.3537117903930131
ENSG00000007314	0.11655773420479304	4.987473869323729	1836	0.07113289760348582	41.53455337690663	0.33278867102396514	0.2706971677559913	0.409041394335512
ENSG00000007341	0.09913043478260869	7.260180854797364	575	-0.18400000000000002	47.455860869565306	0.35478260869565215	0.2434782608695652	0.3739130434782609
ENSG00000007350	0.08221476510067113	5.564162254333495	596	-0.049832214765100684	47.393154362416254	0.2953020134228188	0.2751677852348993	0.34563758389261745
ENSG00000007372	0.06192660550458715	9.352509117126463	436	-0.7105504587155964	51.46628440366975	0.22018348623853212	0.3646788990825688	0.2958715596330275
ENSG00000007376	0.07051282051282051	6.595505714416505	312	-0.4240384615384616	45.443621794871795	0.28525641025641024	0.3108974358974359	0.3333333333333333
ENSG00000007384	0.10292397660818714	8.798983573913574	855	-0.2680701754385965	52.6058713450295	0.28421052631578947	0.2631578947368421	0.35555555555555557
ENSG00000007392	0.03773584905660377	9.949421882629395	371	-1.3382749326145553	82.81940700808642	0.3746630727762803	0.2398921832884097	0.20215633423180593
ENSG00000007402	0.09886264216972877	5.503401374816893	1143	-0.3767279090113736	38.863893263342284	0.300087489063867	0.29483814523184604	0.3657042869641295
ENSG00000007516	0.07204861111111112	5.821415519714355	1152	-0.23376736111111113	48.37364583333357	0.3680555555555555	0.2604166666666667	0.3480902777777778
ENSG00000007520	0.06410256410256411	6.479895210266113	312	-0.4548076923076923	58.07307692307688	0.34294871794871795	0.3205128205128205	0.2564102564102564
ENSG00000007541	0.09466437177280551	9.2880407333374	581	0.3332185886402753	47.4308433734941	0.33907056798623064	0.22375215146299485	0.43373493975903615
ENSG00000007545	0.038613081166272656	8.083835792541507	1269	-0.5781717888100867	62.101032308905054	0.3033884948778566	0.3995271867612293	0.25689519306540587
ENSG00000007908	0.09180327868852459	5.198630714416503	610	-0.2980327868852459	50.65950819672139	0.28032786885245903	0.3114754098360656	0.3081967213114754
ENSG00000007923	0.08228980322003578	8.543301963806151	559	-0.4110912343470483	47.49413237924875	0.3291592128801431	0.25402504472271914	0.3595706618962433
ENSG00000007933	0.12406015037593984	7.901454734802247	532	-0.07932330827067671	34.23533834586464	0.29699248120300753	0.29699248120300753	0.38533834586466165
ENSG00000007944	0.07191011235955057	6.901924705505372	445	-0.14966292134831463	47.084516853932584	0.3348314606741573	0.24269662921348314	0.35730337078651686
ENSG00000007952	0.13829787234042554	8.791569709777832	564	0.021808510638297845	39.684113475177355	0.2801418439716312	0.24645390070921985	0.4308510638297872
