gene	tpm
ENSG00000006016	1.35
ENSG00000006025	24.23
ENSG00000006042	30.51
ENSG00000006047	7.07
ENSG00000006059	70.89
ENSG00000006062	13.68
ENSG00000006071	0
ENSG00000006116	0.22
ENSG00000006118	0
ENSG00000006125	7.85
ENSG00000006128	17.27
ENSG00000006194	7844.07
ENSG00000006210	161.18
ENSG00000006282	0.45
ENSG00000006283	106.11
ENSG00000006327	9.98
ENSG00000006377	42.06
ENSG00000006432	10.88
ENSG00000006451	0.11
ENSG00000006453	0.22
ENSG00000006459	13.24
ENSG00000006468	18.96
ENSG00000006530	0.34
ENSG00000006534	7.4
ENSG00000006555	125.74
ENSG00000006576	44.19
ENSG00000006606	0
ENSG00000006607	12.56
ENSG00000006611	29.27
ENSG00000006625	0.11
ENSG00000006634	10.09
ENSG00000006638	0.34
ENSG00000006652	0
ENSG00000006659	0.9
ENSG00000006695	1370.64
ENSG00000006704	1.23
ENSG00000006712	0.22
ENSG00000006715	0.67
ENSG00000006740	19.4
ENSG00000006744	27.82
ENSG00000006747	7.96
ENSG00000006756	0
ENSG00000006757	2.36
ENSG00000006788	0.11
ENSG00000006831	0
ENSG00000006837	1.01
ENSG00000007001	9.31
ENSG00000007038	42.29
ENSG00000007047	15.48
ENSG00000007062	525.38
ENSG00000007080	1.23
ENSG00000007129	18.06
ENSG00000007168	0
ENSG00000007171	0.67
ENSG00000007174	22.43
ENSG00000007202	0.11
ENSG00000007216	24.12
ENSG00000007237	299.14
ENSG00000007255	196.62
ENSG00000007264	0
ENSG00000007306	20.86
ENSG00000007312	18.73
ENSG00000007314	26.81
ENSG00000007341	13.24
ENSG00000007350	13.8
ENSG00000007372	1.46
ENSG00000007376	0
ENSG00000007384	6.73
ENSG00000007392	0.22
ENSG00000007402	153.33
ENSG00000007516	14.58
ENSG00000007520	0.11
ENSG00000007541	0.45
ENSG00000007545	13.57
ENSG00000007866	5.05
ENSG00000007908	0.11
ENSG00000007923	14.13
ENSG00000007933	27.37
ENSG00000007944	72.01
ENSG00000007952	0
ENSG00000007968	3.48
ENSG00000008018	0.11
ENSG00000008056	0
ENSG00000008083	0
ENSG00000008086	0.56
ENSG00000008118	12.45
ENSG00000008128	0
ENSG00000008130	4.04
ENSG00000008196	6.73
ENSG00000008197	16.49
ENSG00000008226	12.11
ENSG00000008256	65.39
ENSG00000008277	2.36
ENSG00000008282	2.36
ENSG00000008283	0
ENSG00000008294	72.91
ENSG00000008300	0.56
ENSG00000008311	7.85
ENSG00000008323	27.14
ENSG00000008324	0.11
ENSG00000008382	2.02
ENSG00000008394	68.53
ENSG00000008405	3.36
ENSG00000008438	16.49
ENSG00000008441	0.11
ENSG00000008513	4.94
ENSG00000008516	11.1
ENSG00000008517	0
ENSG00000008710	0.79
ENSG00000008735	0
ENSG00000008838	32.53
ENSG00000008853	14.36
ENSG00000008869	10.43
ENSG00000008952	0
ENSG00000008988	48.01
ENSG00000009307	10.09
ENSG00000009335	0
ENSG00000009413	34.77
ENSG00000009694	1785.09
ENSG00000009709	17.27
ENSG00000009724	62.25
ENSG00000009765	33.54
ENSG00000009780	0.11
ENSG00000009790	0
ENSG00000009830	1.91
ENSG00000009844	602.66
ENSG00000009950	35.44
ENSG00000009954	0.45
ENSG00000010017	70.21
ENSG00000010030	1.79
ENSG00000010072	284.78
ENSG00000010165	7.07
ENSG00000010219	101.73
ENSG00000010244	6.17
ENSG00000010256	2.24
ENSG00000010270	19.52
ENSG00000010278	18.39
ENSG00000010282	37.01
ENSG00000010292	0
ENSG00000010295	5.94
ENSG00000010310	0.22
ENSG00000010318	5.38
ENSG00000010319	7.63
ENSG00000010322	5.72
ENSG00000010327	0
ENSG00000010361	9.31
ENSG00000010379	27.82
ENSG00000010404	0.67
ENSG00000010438	1.68
ENSG00000010539	0.11
ENSG00000010610	20.97
ENSG00000010626	0.45
ENSG00000010671	12.67
ENSG00000010704	2.58
ENSG00000010803	0.34
ENSG00000010810	0
ENSG00000010818	17.72
ENSG00000010932	32.75
ENSG00000011007	1.57
ENSG00000011009	4.15
ENSG00000011021	11.55
ENSG00000011028	7.18
ENSG00000011083	44.3
ENSG00000011105	32.86
ENSG00000011114	23.67
ENSG00000011132	0
ENSG00000011143	0.34
ENSG00000011198	3.59
ENSG00000011201	14.69
ENSG00000011243	9.87
ENSG00000011258	4.71
ENSG00000011260	12.9
ENSG00000011275	0
ENSG00000011295	25.91
ENSG00000011304	22.88
ENSG00000011332	12.79
ENSG00000011347	16.04
ENSG00000011376	0.56
ENSG00000011405	20.19
ENSG00000011422	5.94
ENSG00000011426	0.67
ENSG00000011451	30.73
ENSG00000011454	6.73
ENSG00000011465	5.05
ENSG00000011478	8.08
ENSG00000011485	10.99
ENSG00000011523	12.34
ENSG00000011566	1.91
ENSG00000011590	69.65
ENSG00000011600	32.98
ENSG00000011638	14.47
ENSG00000011677	0
ENSG00000012048	15.25
ENSG00000012061	2.69
ENSG00000012124	211.09
ENSG00000012171	3.7
ENSG00000012174	0
ENSG00000012211	23.55
ENSG00000012223	5.94
ENSG00000012232	11.78
ENSG00000012504	10.77
ENSG00000012660	0.11
ENSG00000012779	0
ENSG00000012817	12.9
ENSG00000012822	43.97
ENSG00000012963	86.48
ENSG00000012983	19.07
ENSG00000013016	211.54
ENSG00000013275	8.86
ENSG00000013288	121.59
ENSG00000013293	0
ENSG00000013297	4.82
ENSG00000013306	10.77
ENSG00000013364	0.56
ENSG00000013374	100.72
ENSG00000013375	0.45
ENSG00000013392	9.2
ENSG00000013441	1.23
ENSG00000013503	9.98
ENSG00000013523	247.1
ENSG00000013561	53.61
ENSG00000013563	54.29
ENSG00000013573	10.43
ENSG00000013583	26.92
ENSG00000013588	0.11
ENSG00000013619	18.17
ENSG00000013725	2.58
ENSG00000013810	71.11
ENSG00000014123	68.87
ENSG00000014138	50.25
ENSG00000014164	3.14
ENSG00000014216	7.85
ENSG00000014257	4.26
ENSG00000014641	0.56
ENSG00000014824	13.91
ENSG00000014914	263.92
ENSG00000014919	12.79
ENSG00000015133	0.22
ENSG00000015153	44.87
ENSG00000015171	8.3
ENSG00000015285	0
ENSG00000015413	26.02
ENSG00000015475	4.37
ENSG00000015479	12
ENSG00000015520	3016.54
ENSG00000015532	10.88
ENSG00000015568	0.11
ENSG00000015592	9.65
ENSG00000015676	0
ENSG00000016082	0.11
ENSG00000016391	62.25
ENSG00000016402	10.21
ENSG00000016490	0.56
ENSG00000016602	0
ENSG00000016864	0
ENSG00000017260	3.36
ENSG00000017427	52.72
ENSG00000017483	20.86
ENSG00000017797	94.78
ENSG00000018189	45.2
ENSG00000018236	10.54
ENSG00000018280	4.15
ENSG00000018408	14.24
ENSG00000018510	0
ENSG00000018610	131.01
ENSG00000018625	0
ENSG00000018699	21.87
ENSG00000018869	0
ENSG00000019102	3.59
ENSG00000019144	61.58
ENSG00000019169	0
ENSG00000019186	0
ENSG00000019485	38.47
ENSG00000019505	85.02
ENSG00000019549	21.42
ENSG00000019582	1.57
ENSG00000019991	2.69
ENSG00000019995	24.68
ENSG00000020129	21.65
ENSG00000020181	38.14
ENSG00000020256	3.36
ENSG00000020426	12.79
ENSG00000020577	56.08
ENSG00000020633	29.16
ENSG00000020922	2.92
ENSG00000021300	6.28
ENSG00000021355	90.85
ENSG00000021461	0.11
ENSG00000021488	32.3
ENSG00000021574	3.7
ENSG00000021645	13.24
ENSG00000021762	10.54
ENSG00000021776	0.34
ENSG00000021826	25.8
ENSG00000021852	7.96
ENSG00000022267	4.49
ENSG00000022277	24.45
ENSG00000022355	0
ENSG00000022556	7.63
ENSG00000022567	33.65
ENSG00000022840	3.93
ENSG00000022976	13.46
ENSG00000023041	120.91
ENSG00000023171	16.49
ENSG00000023191	20.53
ENSG00000023228	505.41
ENSG00000023287	3.36
ENSG00000023318	4.71
ENSG00000023330	77.39
ENSG00000023445	0
ENSG00000023516	19.18
ENSG00000023572	26.36
ENSG00000023608	1.57
ENSG00000023697	15.93
ENSG00000023734	7.51
ENSG00000023839	14.36
ENSG00000023892	37.46
ENSG00000023902	66.63
ENSG00000023909	4.94
ENSG00000024048	0
ENSG00000024422	13.91
ENSG00000024526	0.11
ENSG00000024862	0
ENSG00000025039	9.09
ENSG00000025156	0.22
ENSG00000025293	0.11
ENSG00000025423	2.13
ENSG00000025434	0.11
ENSG00000025708	26.7
ENSG00000025770	1.35
ENSG00000025772	0.22
ENSG00000025796	0
ENSG00000025800	0
ENSG00000026025	72.57
ENSG00000026103	17.61
ENSG00000026297	0
ENSG00000026508	29.5
ENSG00000026559	6.62
ENSG00000026652	1993.6
ENSG00000026751	12.67
ENSG00000026950	2.58
ENSG00000027001	65.73
ENSG00000027075	0.9
ENSG00000027644	13.35
ENSG00000027697	0.56
ENSG00000027847	0
ENSG00000027869	1.91
ENSG00000028116	99.6
ENSG00000028137	0
ENSG00000028203	148.73
ENSG00000028277	0.34
ENSG00000028310	0
ENSG00000028528	5.38
ENSG00000028839	3.7
ENSG00000029153	3.93
ENSG00000029363	0.45
ENSG00000029364	7.4
ENSG00000029534	35.56
ENSG00000029559	1.91
ENSG00000029639	26.92
ENSG00000029725	23.11
ENSG00000029993	32.3
ENSG00000030066	10.88
ENSG00000030110	12.67
ENSG00000030304	0
ENSG00000030419	0
ENSG00000030582	0
ENSG00000031003	5.83
ENSG00000031081	13.8
ENSG00000031691	16.04
ENSG00000031698	15.82
ENSG00000031823	39.26
ENSG00000032219	13.91
ENSG00000032389	56.19
ENSG00000032444	40.15
ENSG00000032742	10.99
ENSG00000033011	7.18
ENSG00000033030	66.96
ENSG00000033050	0
ENSG00000033100	262.24
ENSG00000033122	20.86
ENSG00000033170	0
ENSG00000033178	62.81
ENSG00000033327	0
ENSG00000033627	209.3
ENSG00000033800	10.32
ENSG00000033867	25.12
ENSG00000034053	53.84
ENSG00000034152	405.7
ENSG00000034239	32.53
ENSG00000034510	13.8
ENSG00000034533	10.88
ENSG00000034677	23.89
ENSG00000034693	31.85
ENSG00000034713	7.96
ENSG00000034971	16.38
ENSG00000035115	14.92
ENSG00000035141	9.98
ENSG00000035403	33032.5
ENSG00000035499	7.07
ENSG00000035664	11.55
ENSG00000035681	0
ENSG00000035687	1.01
ENSG00000035720	3.59
ENSG00000035862	35
ENSG00000035928	3.25
ENSG00000036054	5.72
ENSG00000036257	6.73
ENSG00000036448	82.1
ENSG00000036473	0
ENSG00000036530	0
ENSG00000036549	13.46
ENSG00000036565	36.12
ENSG00000036672	7.51
ENSG00000036828	0
ENSG00000037042	0
ENSG00000037241	28.94
ENSG00000037280	0
ENSG00000037474	27.48
ENSG00000037637	2.69
ENSG00000037749	0
ENSG00000037757	6.28
ENSG00000037897	20.64
ENSG00000037965	4.26
ENSG00000038002	250.69
ENSG00000038210	603.67
ENSG00000038219	22.77
ENSG00000038274	0.34
ENSG00000038295	12.23
ENSG00000038358	6.06
ENSG00000038382	13.57
ENSG00000038427	30.17
ENSG00000038532	88.16
ENSG00000038945	0
ENSG00000039068	121.47
ENSG00000039123	0
ENSG00000039139	12.79
ENSG00000039319	32.75
ENSG00000039523	66.74
ENSG00000039537	17.95
ENSG00000039560	0.9
ENSG00000039600	57.2
ENSG00000039650	5.94
ENSG00000039987	0.34
ENSG00000040199	19.4
ENSG00000040275	121.47
ENSG00000040341	8.08
ENSG00000040487	24.9
ENSG00000040531	6.17
ENSG00000040608	0
ENSG00000040633	1.01
ENSG00000040731	0
ENSG00000040933	4.6
ENSG00000041353	0.11
ENSG00000041357	0.11
ENSG00000041515	0.11
ENSG00000041802	0
ENSG00000041880	7.18
ENSG00000041982	0.11
ENSG00000041988	2.24
ENSG00000042062	0.11
ENSG00000042088	52.38
ENSG00000042286	0
ENSG00000042317	2.13
ENSG00000042429	44.64
ENSG00000042445	39.03
ENSG00000042493	14.24
ENSG00000042753	0.34
ENSG00000042781	6.95
ENSG00000042813	22.32
ENSG00000042832	24.34
ENSG00000042980	0
ENSG00000043039	53.95
ENSG00000043093	39.48
ENSG00000043143	6.39
ENSG00000043355	26.36
ENSG00000043462	8.64
ENSG00000043514	32.19
ENSG00000043591	1995.06
ENSG00000044012	854.46
ENSG00000044090	1188.6
ENSG00000044115	0
ENSG00000044446	9.42
ENSG00000044459	40.04
ENSG00000044524	0
ENSG00000044574	0
ENSG00000046604	0.34
ENSG00000046647	0.34
ENSG00000046651	10.54
ENSG00000046653	109.81
ENSG00000046774	0.79
ENSG00000046889	1.23
ENSG00000047056	4.26
ENSG00000047188	3.93
ENSG00000047230	0.22
ENSG00000047249	0
ENSG00000047315	2.69
ENSG00000047346	9.2
ENSG00000047365	2.8
ENSG00000047410	30.28
ENSG00000047457	9.98
ENSG00000047578	0.34
ENSG00000047579	11.33
ENSG00000047597	9.53
ENSG00000047617	6.39
ENSG00000047621	1.01
ENSG00000047634	1.35
ENSG00000047644	76.72
ENSG00000047648	26.58
ENSG00000047662	21.09
ENSG00000047849	26.02
ENSG00000047932	27.48
ENSG00000047936	0.9
ENSG00000048028	9.2
ENSG00000048052	0
ENSG00000048140	35.89
ENSG00000048162	5.72
ENSG00000048342	0.22
ENSG00000048392	18.73
ENSG00000048405	11.33
ENSG00000048462	0
ENSG00000048471	7.51
ENSG00000048540	0
ENSG00000048544	0
ENSG00000048545	10.43
ENSG00000048649	4.15
ENSG00000048707	30.4
ENSG00000048740	7.85
ENSG00000048828	6.95
ENSG00000048991	51.37
ENSG00000049089	14.47
ENSG00000049130	0.11
ENSG00000049167	6.06
ENSG00000049192	13.46
ENSG00000049239	0.11
ENSG00000049245	15.25
ENSG00000049246	39.93
ENSG00000049247	3.7
ENSG00000049249	5.61
ENSG00000049283	0
ENSG00000049323	1.01
ENSG00000049449	0.9
ENSG00000049540	64.94
ENSG00000049541	12
ENSG00000049618	53.05
ENSG00000049656	63.71
ENSG00000049759	15.37
ENSG00000049768	3.59
ENSG00000049769	2.69
ENSG00000049860	67.86
ENSG00000049883	1.46
ENSG00000050030	62.03
ENSG00000050130	1.23
ENSG00000050165	22.1
ENSG00000050327	12
ENSG00000050344	2.36
ENSG00000050393	14.24
ENSG00000050405	8.64
ENSG00000050426	0
ENSG00000050438	12.67
ENSG00000050555	6.17
ENSG00000050628	1.35
ENSG00000050730	4.04
ENSG00000050748	0.11
ENSG00000050767	0.11
ENSG00000050820	55.41
ENSG00000051009	5.94
ENSG00000051108	18.62
ENSG00000051128	6.73
ENSG00000051180	81.09
ENSG00000051341	0.34
ENSG00000051382	7.18
ENSG00000051523	67.41
ENSG00000051596	4.49
ENSG00000051620	5.72
ENSG00000051825	8.86
ENSG00000052126	5.72
ENSG00000052344	6.62
ENSG00000052723	0.45
ENSG00000052749	40.6
ENSG00000052795	4.37
ENSG00000052802	0.45
ENSG00000052841	42.29
ENSG00000052850	2.36
ENSG00000053108	2.47
ENSG00000053254	1.68
ENSG00000053328	38.47
ENSG00000053371	0
ENSG00000053372	29.39
ENSG00000053438	1.46
ENSG00000053501	1.57
ENSG00000053524	14.69
ENSG00000053702	40.38
ENSG00000053747	20.41
ENSG00000053770	0.34
ENSG00000053900	17.16
ENSG00000053918	7.96
ENSG00000054116	27.26
ENSG00000054118	9.76
ENSG00000054148	2.02
ENSG00000054179	5.16
ENSG00000054219	7.07
ENSG00000054267	68.76
ENSG00000054277	5.83
ENSG00000054282	6.95
ENSG00000054356	0.45
ENSG00000054392	12.34
ENSG00000054523	69.99
ENSG00000054598	14.47
ENSG00000054611	0
ENSG00000054654	53.5
ENSG00000054690	638.44
ENSG00000054793	2.47
ENSG00000054796	13.35
ENSG00000054803	84.35
ENSG00000054938	26.25
ENSG00000054965	6.51
ENSG00000054967	26.81
ENSG00000054983	13.35
ENSG00000055044	138.07
ENSG00000055070	0.11
ENSG00000055118	6.17
ENSG00000055130	13.35
ENSG00000055147	46.32
ENSG00000055163	28.49
ENSG00000055208	20.97
ENSG00000055211	0
ENSG00000055332	158.49
ENSG00000055483	0
ENSG00000055609	18.62
ENSG00000055732	18.28
ENSG00000055813	0.34
ENSG00000055917	6.17
ENSG00000055950	0.34
ENSG00000055955	29.5
ENSG00000055957	42.85
ENSG00000056050	24
ENSG00000056097	4.82
ENSG00000056277	25.57
ENSG00000056291	0.79
ENSG00000056487	0
ENSG00000056558	47.45
ENSG00000056586	16.82
ENSG00000056736	7.51
ENSG00000056972	1.12
ENSG00000056998	8.08
ENSG00000057019	41.16
ENSG00000057149	0.79
ENSG00000057252	28.49
ENSG00000057294	1.46
ENSG00000057468	23.11
ENSG00000057593	177.22
ENSG00000057608	0
ENSG00000057657	0
ENSG00000057663	4755.64
ENSG00000057704	13.8
ENSG00000057757	0.45
ENSG00000057935	1.35
ENSG00000058056	88.61
ENSG00000058063	7.51
ENSG00000058085	588.75
ENSG00000058091	0
ENSG00000058262	42.62
ENSG00000058272	54.06
ENSG00000058335	0
ENSG00000058404	0.56
ENSG00000058453	27.7
ENSG00000058600	5.94
ENSG00000058668	31.97
ENSG00000058673	22.54
ENSG00000058729	0.67
ENSG00000058799	11.67
ENSG00000058804	6.95
ENSG00000058866	0
ENSG00000059122	1.57
ENSG00000059145	15.14
ENSG00000059377	0.22
ENSG00000059378	0
ENSG00000059573	16.15
ENSG00000059588	0.11
ENSG00000059691	0
ENSG00000059728	4.71
ENSG00000059758	249.12
ENSG00000059769	14.02
ENSG00000059804	143.23
ENSG00000059915	3.93
ENSG00000060069	22.99
ENSG00000060138	31.29
ENSG00000060140	0.22
ENSG00000060237	0
ENSG00000060339	1.35
ENSG00000060491	73.47
ENSG00000060558	145.14
ENSG00000060566	58.1
ENSG00000060642	0
ENSG00000060656	15.59
ENSG00000060688	5.61
ENSG00000060709	1.35
ENSG00000060718	9.42
ENSG00000060749	11.44
ENSG00000060762	0.34
ENSG00000060971	58.77
ENSG00000060982	1.91
ENSG00000061273	0
ENSG00000061337	0.34
ENSG00000061455	31.97
ENSG00000061492	25.35
ENSG00000061656	0
ENSG00000061676	2.47
ENSG00000061794	1.91
ENSG00000061918	64.94
ENSG00000061936	10.66
ENSG00000061938	33.31
ENSG00000061987	38.92
ENSG00000062038	0
ENSG00000062096	0
ENSG00000062194	0.22
ENSG00000062282	9.42
ENSG00000062370	12
ENSG00000062485	11.78
ENSG00000062524	0
ENSG00000062582	1.91
ENSG00000062598	262.13
ENSG00000062650	6.95
ENSG00000062716	2.58
ENSG00000062725	1.23
ENSG00000062822	0.11
ENSG00000063015	21.65
ENSG00000063046	17.16
ENSG00000063127	42.29
ENSG00000063169	0
ENSG00000063176	5.05
ENSG00000063177	47.56
ENSG00000063180	17.5
ENSG00000063241	15.59
ENSG00000063244	0
ENSG00000063245	10.88
ENSG00000063322	32.3
ENSG00000063438	0.11
ENSG00000063515	19.07
ENSG00000063587	26.92
ENSG00000063601	0
ENSG00000063660	0
ENSG00000063761	2.8
ENSG00000063854	12.9
ENSG00000063978	2.8
ENSG00000064012	6.28
ENSG00000064042	4.49
ENSG00000064102	0
ENSG00000064115	8.64
ENSG00000064195	0.11
ENSG00000064199	84.01
ENSG00000064201	173.18
ENSG00000064205	7.07
ENSG00000064218	9.31
ENSG00000064225	11.1
ENSG00000064270	0.56
ENSG00000064300	8.41
ENSG00000064309	4.15
ENSG00000064313	6.39
ENSG00000064393	12.34
ENSG00000064419	25.8
ENSG00000064490	16.15
ENSG00000064545	36.57
ENSG00000064547	26.81
ENSG00000064601	172.17
ENSG00000064607	19.18
ENSG00000064651	3.25
ENSG00000064652	2.13
ENSG00000064655	7.74
ENSG00000064666	0.22
ENSG00000064687	1.68
ENSG00000064692	53.17
ENSG00000064703	0.11
ENSG00000064726	5.05
ENSG00000064763	0
ENSG00000064787	10.99
ENSG00000064835	60.68
ENSG00000064886	10.09
ENSG00000064932	51.93
ENSG00000064933	3.14
ENSG00000064961	11.22
ENSG00000064989	0.9
ENSG00000064995	0.9
ENSG00000064999	46.1
ENSG00000065000	0.11
ENSG00000065029	1.91
ENSG00000065054	1.46
ENSG00000065057	0
ENSG00000065060	0
ENSG00000065135	67.07
ENSG00000065150	0
ENSG00000065154	3.36
ENSG00000065183	0
ENSG00000065243	166.11
ENSG00000065268	6.95
ENSG00000065308	3.25
ENSG00000065320	31.63
ENSG00000065325	15.48
ENSG00000065328	0
ENSG00000065357	13.91
ENSG00000065361	104.09
ENSG00000065371	10.43
ENSG00000065413	0
ENSG00000065427	25.24
ENSG00000065457	22.1
ENSG00000065485	17.05
ENSG00000065491	44.98
ENSG00000065518	8.97
ENSG00000065526	12.23
ENSG00000065534	1.35
ENSG00000065548	37.69
ENSG00000065559	5.72
ENSG00000065600	25.57
ENSG00000065609	26.25
ENSG00000065613	0.56
ENSG00000065615	35.33
ENSG00000065618	2.92
ENSG00000065621	19.63
ENSG00000065665	0
ENSG00000065675	123.6
ENSG00000065717	11.55
ENSG00000065802	6.28
ENSG00000065809	92.98
ENSG00000065833	62.48
ENSG00000065882	1.57
ENSG00000065883	3.03
ENSG00000065911	18.17
ENSG00000065923	0
ENSG00000065970	6.28
ENSG00000065978	8.19
ENSG00000065989	55.63
ENSG00000066027	0.79
ENSG00000066032	7.29
ENSG00000066044	12
ENSG00000066056	10.77
ENSG00000066084	145.93
ENSG00000066117	23.67
ENSG00000066135	0
ENSG00000066136	3.48
ENSG00000066185	1.57
ENSG00000066230	15.03
ENSG00000066248	0.22
ENSG00000066279	49.13
ENSG00000066294	64.83
ENSG00000066322	35.44
ENSG00000066336	11.55
ENSG00000066379	0.34
ENSG00000066382	0
ENSG00000066405	54.85
ENSG00000066422	0
ENSG00000066427	26.36
ENSG00000066455	11.89
ENSG00000066468	3.48
ENSG00000066557	22.77
ENSG00000066583	191.91
ENSG00000066629	0
ENSG00000066651	1.46
ENSG00000066654	0
ENSG00000066697	0.11
ENSG00000066735	3.25
ENSG00000066739	87.6
ENSG00000066777	3.48
ENSG00000066813	0
ENSG00000066827	0
ENSG00000066855	4.04
ENSG00000066923	9.76
ENSG00000066926	11.22
ENSG00000066933	4.82
ENSG00000067048	31.63
ENSG00000067057	51.93
ENSG00000067064	1.68
ENSG00000067066	298.58
ENSG00000067082	20.86
ENSG00000067113	3.03
ENSG00000067141	25.01
ENSG00000067167	84.24
ENSG00000067177	15.25
ENSG00000067182	3.81
ENSG00000067191	0.45
ENSG00000067208	0.22
ENSG00000067221	17.72
ENSG00000067225	15.82
ENSG00000067248	1.01
ENSG00000067334	21.2
ENSG00000067365	53.84
ENSG00000067369	250.91
ENSG00000067445	0
ENSG00000067533	5.61
ENSG00000067560	11.22
ENSG00000067596	19.63
ENSG00000067606	91.64
ENSG00000067646	16.6
ENSG00000067704	23.44
ENSG00000067715	0
ENSG00000067798	0
ENSG00000067829	0
ENSG00000067836	35.56
ENSG00000067840	562.5
ENSG00000067842	12.11
ENSG00000067900	79.75
ENSG00000067955	0
ENSG00000067992	0.11
ENSG00000068001	547.02
ENSG00000068024	6.39
ENSG00000068028	0
ENSG00000068078	0.9
ENSG00000068079	0.67
ENSG00000068097	0
ENSG00000068120	7.74
ENSG00000068137	23.78
ENSG00000068305	148.62
ENSG00000068308	0
ENSG00000068323	5.83
ENSG00000068354	9.65
ENSG00000068366	21.2
ENSG00000068383	28.94
ENSG00000068394	11.78
ENSG00000068400	7.63
ENSG00000068438	1.79
ENSG00000068489	103.75
ENSG00000068615	10.88
ENSG00000068650	2.47
ENSG00000068654	23.11
ENSG00000068697	3.03
ENSG00000068724	0.11
ENSG00000068745	0.79
ENSG00000068784	0
ENSG00000068796	0.22
ENSG00000068831	61.8
ENSG00000068878	29.27
ENSG00000068885	2.02
ENSG00000068903	15.82
ENSG00000068912	14.92
ENSG00000068971	29.61
ENSG00000068976	23.22
ENSG00000068985	194.72
ENSG00000069011	2.47
ENSG00000069018	26.58
ENSG00000069020	21.31
ENSG00000069122	0
ENSG00000069188	68.2
ENSG00000069206	17.16
ENSG00000069248	0
ENSG00000069275	57.2
ENSG00000069329	11.67
ENSG00000069345	1.12
ENSG00000069399	15.14
ENSG00000069424	0
ENSG00000069431	145.93
ENSG00000069482	2.47
ENSG00000069493	3.14
ENSG00000069509	10.54
ENSG00000069535	9.31
ENSG00000069667	17.27
ENSG00000069696	16.6
ENSG00000069702	0.11
ENSG00000069764	6.73
ENSG00000069812	16.6
ENSG00000069849	40.04
ENSG00000069869	21.54
ENSG00000069943	11.33
ENSG00000069956	4.6
ENSG00000069966	8.08
ENSG00000069974	50.03
ENSG00000069998	98.26
ENSG00000070010	49.91
ENSG00000070018	0.22
ENSG00000070019	2.36
ENSG00000070031	65.84
ENSG00000070047	0
ENSG00000070061	22.43
ENSG00000070081	309.91
ENSG00000070087	145.7
ENSG00000070159	0
ENSG00000070182	7.51
ENSG00000070190	4.71
ENSG00000070193	4.26
ENSG00000070214	39.26
ENSG00000070269	20.97
ENSG00000070366	4.26
ENSG00000070367	28.83
ENSG00000070371	12.11
ENSG00000070388	10.09
ENSG00000070404	0
ENSG00000070413	0
